,id,experiences_offered,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,AMN_24-hour check-in,AMN_air conditioning,AMN_breakfast,AMN_buzzer/wireless intercom,AMN_cable tv,AMN_carbon monoxide detector,AMN_cat(s),AMN_dog(s),AMN_doorman,AMN_dryer,AMN_elevator in building,AMN_essentials,AMN_family/kid friendly,AMN_fire extinguisher,AMN_first aid kit,AMN_free parking on premises,AMN_gym,AMN_hair dryer,AMN_hangers,AMN_heating,AMN_hot tub,AMN_indoor fireplace,AMN_internet,AMN_iron,AMN_kitchen,AMN_laptop friendly workspace,AMN_lock on bedroom door,AMN_other pet(s),AMN_pets allowed,AMN_pets live on this property,AMN_pool,AMN_safety card,AMN_shampoo,AMN_smoke detector,AMN_smoking allowed,AMN_suitable for events,AMN_translation missing: en.hosting_amenity_49,AMN_translation missing: en.hosting_amenity_50,AMN_tv,AMN_washer,AMN_wheelchair accessible,AMN_wireless internet,BED=Airbed,BED=Couch,BED=Futon,BED=Pull-out Sofa,BED=Real Bed,POPTY=Apartment,POPTY=Bed & Breakfast,POPTY=Bungalow,POPTY=Cabin,POPTY=Camper/RV,POPTY=Chalet,POPTY=Condominium,POPTY=Dorm,POPTY=Earth House,POPTY=House,POPTY=Loft,POPTY=Other,POPTY=Tent,POPTY=Townhouse,POPTY=Treehouse,POPTY=Villa,POPTY=Yurt
177,5873862,none,2015-04-02,100%,73%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.5799832776,-82.5945907163,t,2,2,1.0,1.0,1.0,,$50.00,,,,,1,$10.00,1,1125,19,49,75,350,69,2015-04-04,2016-04-18,93.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,1,f,f,5.38,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,6715120,none,2015-06-06,90%,88%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.6174031112,-82.6012157403,t,3,6,1.5,2.0,3.0,,$150.00,"$1,000.00","$3,500.00",$300.00,$80.00,0,$0.00,2,1125,11,26,56,326,6,2015-07-06,2015-08-23,88.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,3,f,f,0.62,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,5885284,none,2014-05-01,100%,100%,t,2,2,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.5815000445,-82.5788218645,t,3,4,1.0,2.0,2.0,,$215.00,,,$250.00,$75.00,1,$0.00,2,30,10,34,58,326,17,2015-06-01,2016-04-17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,1,f,f,1.56,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180,12184424,none,2013-02-20,,,f,1,1,"['email', 'phone', 'facebook']",f,,35.5795679728,-82.5857978008,t,3,6,1.0,2.0,2.0,,$150.00,,,,$50.00,1,$0.00,1,1125,0,0,1,276,0,,,,,,,,,,f,f,1,f,f,,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,8008802,none,2012-08-26,,,f,1,1,"['email', 'phone', 'facebook', 'google', 'jumio']",t,,35.5671211247,-82.5744578983,t,3,6,2.5,3.0,3.0,,$150.00,,,$300.00,$50.00,1,$0.00,5,1125,0,0,0,0,0,,,,,,,,,,f,f,3,f,f,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
182,3821004,none,2011-03-30,90%,75%,f,1,1,"['email', 'phone', 'reviews']",f,,35.597213316,-82.5975016209,t,2,2,1.0,1.0,1.0,,$55.00,$260.00,$980.00,,$10.00,1,$10.00,1,1125,27,57,87,361,28,2014-08-11,2015-09-20,80.0,8.0,8.0,9.0,9.0,7.0,8.0,f,f,3,f,f,1.35,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,725030,none,2012-09-28,100%,97%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5773298648,-82.5940659094,t,2,2,1.0,1.0,1.0,,$70.00,,,,,1,$10.00,1,60,28,58,88,88,188,2012-10-08,2016-04-10,92.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,3,f,t,4.36,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,6972023,none,2013-07-15,,,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5790230097,-82.5991894357,t,3,2,1.0,1.0,1.0,,$108.00,,"$1,400.00",,$35.00,1,$0.00,20,1125,28,58,88,363,15,2015-07-04,2016-01-24,88.0,9.0,10.0,10.0,9.0,10.0,9.0,f,t,3,f,f,1.53,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,638349,none,2012-07-01,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5832337646,-82.5920645275,t,3,4,1.0,2.0,2.0,1000.0,$122.00,$569.00,,$150.00,$150.00,4,$20.00,2,30,0,0,0,167,8,2014-01-02,2016-04-05,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,3,f,f,0.29,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,9903083,none,2013-10-03,100%,100%,f,3,3,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.6100427208,-82.6348291203,t,2,2,1.0,1.0,1.0,,$39.00,$500.00,"$1,800.00",$100.00,$22.00,2,$40.00,1,1125,11,38,68,343,19,2015-12-28,2016-04-17,96.0,10.0,9.0,10.0,10.0,9.0,9.0,f,t,3,f,f,4.87,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,12233283,none,2012-02-26,,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5727444713,-82.6012043642,t,3,2,2.0,2.0,1.0,,$90.00,,,,,1,$0.00,1,1125,15,15,15,15,0,,,,,,,,,,f,f,3,f,f,,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,12252099,none,2016-03-21,100%,100%,f,1,1,"['email', 'phone', 'google', 'jumio']",t,,35.5783118002,-82.582866975,f,2,2,1.0,1.0,1.0,,$60.00,,,,,1,$0.00,1,1125,14,41,58,58,0,,,,,,,,,,f,f,1,f,f,,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,718084,none,2012-09-28,100%,97%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5784007975,-82.5950962961,t,2,2,1.0,1.0,1.0,,$70.00,,,,,1,$10.00,1,60,25,55,85,85,193,2012-10-15,2016-04-10,92.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,3,f,t,4.5,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
190,3868452,none,2014-08-08,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.6130919576,-82.5968771804,t,3,6,2.0,3.0,3.0,,$225.00,,,$250.00,$80.00,4,$25.00,2,28,15,28,58,313,48,2014-12-21,2016-04-17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,2.94,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,11208688,none,2016-02-11,100%,80%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,,35.5688986887,-82.6307581618,t,2,2,1.0,1.0,1.0,,$55.00,,,$100.00,$20.00,1,$0.00,1,1125,22,52,82,82,3,2016-03-21,2016-04-11,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,1,f,f,2.73,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192,8064417,none,2014-09-24,100%,100%,f,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.5040837834,-82.6117083656,t,3,6,2.0,3.0,3.0,,$300.00,,,,$99.00,1,$0.00,3,1125,19,33,50,320,2,2015-11-10,2016-03-22,100.0,10.0,10.0,10.0,9.0,9.0,10.0,f,f,1,f,f,0.36,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,4931736,none,2014-12-30,50%,0%,t,1,1,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,,35.5816535971,-82.5979504103,t,3,2,1.0,1.0,1.0,,$100.00,$675.00,"$2,400.00",$100.00,,1,$0.00,1,1125,0,0,0,264,36,2015-03-29,2015-09-27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,2.76,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,5890497,none,2014-09-28,100%,100%,t,2,2,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.588680288,-82.611657475,f,2,2,1.0,1.0,1.0,,$65.00,$405.00,,,,2,$0.00,2,1125,19,42,72,347,32,2015-04-13,2016-04-05,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,2.55,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
195,9131234,none,2013-08-28,100%,94%,t,1,1,"['email', 'phone', 'reviews']",f,,35.5227303924,-82.628366546,t,2,3,1.0,1.0,1.0,,$95.00,,,,,2,$10.00,1,1125,24,34,41,41,17,2015-10-31,2016-04-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,2.91,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,5716399,none,2012-05-16,100%,100%,f,2,2,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,,35.5826489609,-82.58181702,t,3,4,1.0,1.0,2.0,,$115.00,$800.00,"$2,000.00",$150.00,$50.00,2,$15.00,1,1125,18,40,70,345,53,2015-05-17,2016-04-18,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,3,f,f,4.65,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,8841337,none,2015-10-11,100%,0%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5725636815,-82.603297632,t,2,2,1.0,1.0,1.0,,$100.00,,,,,1,$0.00,1,1125,28,58,88,363,7,2015-10-25,2015-12-01,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,1.16,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,3095136,none,2014-05-18,100%,86%,t,3,3,"['email', 'phone', 'google', 'reviews', 'jumio']",t,,35.5951940638,-82.6396668229,t,3,6,1.0,3.0,3.0,,$165.00,$975.00,,,,1,$0.00,1,1125,8,28,54,309,101,2014-05-23,2016-03-05,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,3,f,f,4.32,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,768598,none,2012-11-04,100%,33%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,,35.5836640977,-82.5786984681,t,3,2,1.0,1.0,1.0,,$150.00,$964.00,"$3,402.00",$100.00,$30.00,1,$0.00,2,1125,28,58,88,363,52,2013-01-02,2016-01-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.29,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,7064317,none,2015-06-29,50%,100%,t,1,1,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,,35.6164120882,-82.6422009759,t,3,2,1.0,1.0,1.0,,$78.00,$508.00,"$1,678.00",,$40.00,1,$0.00,2,31,0,20,50,325,19,2015-07-06,2016-02-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,1,f,f,1.95,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,11259371,none,2013-03-25,100%,100%,f,1,1,"['email', 'phone', 'reviews']",f,,35.6038341863,-82.599137214,t,3,4,1.0,1.0,1.0,,$79.00,$365.00,,,,4,$50.00,1,7,24,34,34,34,4,2016-03-31,2016-04-06,85.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,2,f,f,4.0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,12310425,none,2016-03-27,100%,100%,f,1,1,"['email', 'phone']",f,,35.5795363529,-82.596763493,t,3,8,2.0,3.0,4.0,,$325.00,,,$300.00,$100.00,1,$0.00,3,1125,22,46,73,343,0,,,,,,,,,,f,f,2,f,f,,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203,4984181,none,2015-01-01,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,,35.5070547897,-82.6091381181,t,3,4,1.0,1.0,2.0,,$90.00,$600.00,,$125.00,$15.00,2,$15.00,2,365,14,39,65,340,42,2015-02-22,2016-04-12,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,2.95,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,12325459,none,2016-02-04,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews']",f,,35.5837482397,-82.6073381859,f,2,2,1.0,1.0,1.0,,$50.00,,,,,1,$0.00,1,1125,0,16,42,128,0,,,,,,,,,,f,f,2,f,f,,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
205,6566070,none,2015-05-27,100%,100%,t,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.5787037077,-82.5937897432,t,3,4,1.0,2.0,2.0,,$160.00,$675.00,"$2,400.00",$350.00,$45.00,4,$35.00,2,1125,13,39,69,340,32,2015-06-15,2016-04-17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,3.06,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
206,1325364,none,2013-06-30,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5782747396,-82.5889149696,t,2,2,1.5,1.0,1.0,,$75.00,$450.00,,,,1,$0.00,1,1125,20,49,79,354,97,2014-11-16,2016-04-17,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,2,f,f,5.54,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,11291801,none,2015-09-13,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews']",f,,35.5964015857,-82.6560383911,t,3,4,1.0,2.0,3.0,,$165.00,,,,,1,$0.00,2,1125,20,36,61,329,1,2016-04-14,2016-04-14,80.0,10.0,10.0,10.0,10.0,8.0,8.0,f,f,1,f,f,1.0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2943116,none,2014-05-02,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5545000589,-82.6243999205,t,3,2,1.0,1.0,1.0,,$100.00,,,$275.00,,1,$0.00,2,7,2,2,2,4,63,2014-05-19,2016-04-11,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,2,f,f,2.68,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
209,2949571,none,2014-05-03,100%,95%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.595926979,-82.628104706,t,3,5,1.0,2.0,2.0,,$94.00,$650.00,,$150.00,,2,$15.00,1,1125,22,47,77,352,79,2014-05-26,2016-04-10,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,3.39,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,11343133,none,2014-04-09,100%,95%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5729210861,-82.5764741796,t,2,2,1.0,1.0,1.0,,$45.00,,,,$10.00,2,$50.00,2,1125,8,32,32,266,7,2016-03-16,2016-04-19,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,2,f,f,5.38,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
211,10298936,none,2013-10-03,100%,100%,f,3,3,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.6092945897,-82.6331096571,t,2,4,1.0,1.0,2.0,,$39.00,$320.00,"$1,200.00",$100.00,$22.00,2,$20.00,1,1125,15,42,72,347,16,2016-02-24,2016-04-18,91.0,10.0,9.0,10.0,10.0,9.0,10.0,f,t,3,f,f,8.0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212,3990524,none,2012-01-30,100%,83%,t,1,1,"['email', 'phone', 'facebook', 'reviews']",f,,35.5800631016,-82.5866328558,t,2,1,1.0,1.0,1.0,,$45.00,$290.00,$965.00,,,1,$0.00,1,1125,8,31,53,328,51,2014-09-03,2016-04-11,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,1,f,f,2.55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,6813265,none,2015-04-18,100%,100%,f,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,,35.5807971482,-82.5953291803,t,2,2,1.0,1.0,1.0,,$58.00,$350.00,,$95.00,,2,$30.00,2,1125,27,55,85,360,26,2015-06-27,2016-03-28,89.0,10.0,8.0,10.0,10.0,10.0,9.0,f,f,2,f,f,2.58,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214,1950593,none,2013-05-21,96%,99%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5944409305,-82.5894483251,t,3,2,1.0,1.0,1.0,,$110.00,$740.00,"$2,700.00",$100.00,$10.00,0,$0.00,2,13,3,14,29,239,86,2014-06-24,2016-04-04,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,2,f,f,3.85,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,6150459,none,2013-05-31,90%,88%,t,2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,,35.5772803365,-82.6029930014,t,3,6,2.5,4.0,4.0,,$199.00,,,,$80.00,0,$0.00,2,1125,0,2,8,197,13,2015-06-15,2016-04-04,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.24,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
216,11396796,none,2013-09-23,100%,96%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5752860675,-82.5787768838,t,3,2,1.0,1.0,1.0,,$70.00,,,,$20.00,1,$0.00,1,1125,7,24,43,43,6,2016-02-24,2016-04-17,88.0,10.0,9.0,10.0,10.0,10.0,8.0,f,f,2,f,f,3.0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,5114762,none,2014-09-15,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.5807150942,-82.5957265762,t,2,4,1.0,1.0,2.0,,$80.00,,,,,2,$10.00,1,3,23,41,67,67,83,2015-02-09,2016-04-15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,5.66,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,3018908,none,2014-05-01,100%,100%,t,2,2,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.5804792739,-82.5786962874,f,3,4,1.0,2.0,2.0,,$215.00,,,$250.00,$75.00,4,$0.00,2,30,23,47,77,343,33,2015-01-03,2016-04-10,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,1,f,f,2.08,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
